Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL
248,X7WXF1E91E,Crocs Classic Crocs Marbled Sandal Red,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/0efb1116b2d177850b87928576a17621,7UK,https://www.swiggy.com/stores/instamart/p/X7WXF1E91E?custom_back=true
249,RJDVBQ8SIT,Picfest Super Hero Mask For Party Hulk,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/7fb19eeb1115c79cadc8c51728ba0d1f,1Piece,https://www.swiggy.com/stores/instamart/p/RJDVBQ8SIT?custom_back=true
250,V43B9JIUK0,"Furnofy Printed Decorative Cushion Covers (16x16 Inches), Set of 5 - Blue",Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/6/bddeaefc-e121-4f3d-b172-415dacf44a19_910839_1.png,1pack,https://www.swiggy.com/stores/instamart/p/V43B9JIUK0?custom_back=true
251,QKLII1Z2CV,Patanjali Chyawanprabha Advance No Added Sugar,Nutraceuticals,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/6/e1017e1e-4b3b-4a6c-8b0a-5a0b2333765d_97121_1.png,750g,https://www.swiggy.com/stores/instamart/p/QKLII1Z2CV?custom_back=true
252,SYKW91EZZS,Crocs Mens Classic All-Terrain Flip Flop Yellow,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/aa2c705ee0a42434404c18dbb1793941,7UK,https://www.swiggy.com/stores/instamart/p/SYKW91EZZS?custom_back=true
253,5A6GSH03OL,Crocs Classic Crocs Marbled Sandal Red,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/0efb1116b2d177850b87928576a17621,6UK,https://www.swiggy.com/stores/instamart/p/5A6GSH03OL?custom_back=true
254,IU4UDFNR1C,Patanjali Divya Gulab Jal,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/16/b41c92e5-dc7c-4a50-afa6-a971d706ff98_263075_1.png,120ml,https://www.swiggy.com/stores/instamart/p/IU4UDFNR1C?custom_back=true
255,36L3RU37BV,Crocs Womens Splash Glitter Flip Flop Grey_UK8,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/1824ce49-fd0d-49a5-8d4a-ab7f5a2945d1_BeltsWalletsBagsinstamax_NJ4H63HYUR_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/36L3RU37BV?custom_back=true
256,F0ZBPMHRAP,WinMagic Li'l Diva Minnie Mouse Fashion Gift Set - Multicolour,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/652945a3-60ff-4019-9915-f1a236453d94_58796_1(1).jpg,1pack,https://www.swiggy.com/stores/instamart/p/F0ZBPMHRAP?custom_back=true
257,NIFJH3D6QZ,Picfest Super Hero Mask For Party Ironman,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/37a6caeb1f1671223584e9f7591b280f,1Piece,https://www.swiggy.com/stores/instamart/p/NIFJH3D6QZ?custom_back=true
258,B2RICRHONL,PicFest Party Hooter Horn,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/10/92440f7c-ffdb-49b7-a422-8c06165f0f92_149764_1.png,1pack,https://www.swiggy.com/stores/instamart/p/B2RICRHONL?custom_back=true
259,IY6U2SLNGN,Just Lil Things Artificial Earrings jlt12366,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/dbd6a676-8fab-4a2d-9165-ce8ff7d7f951_226688_1.png,25g,https://www.swiggy.com/stores/instamart/p/IY6U2SLNGN?custom_back=true
260,L8Y9ZZMVI5,Crocs Mens Mellow Recovery Flip Flop Blue,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/cbbce036-3500-412d-ae59-2e5a8c8ab777_BeltsWalletsBagsinstamax_2OC6P5ZXPU_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/L8Y9ZZMVI5?custom_back=true
261,3FMMCJNNPY,Crocs Womens Crocs Splash Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/7a53bf1b-dec9-46a0-9e56-de39aeb9ac89_BeltsWalletsBagsinstamax_06T6CY89SL_MN.png,6UK,https://www.swiggy.com/stores/instamart/p/3FMMCJNNPY?custom_back=true
262,BW0PVNQ1SO,Cello Prima Non-Stick Aluminium Sandwich Toaster with Spatter| Compatibility with Gas Stoves|Flame-Proof Design|Heat-Resistant Handle|Sandwich Maker|Sandwich Toaster|Black,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/11/0dfcbc84-0b44-4960-af7b-c94b1b855d14_75312_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/BW0PVNQ1SO?custom_back=true
263,SX039NAC50,Picfest Party Whistle Premium,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/4/5e1d2c28-8dac-4b7f-ae6e-088c231a13e0_87543_1.JPEG,1pack,https://www.swiggy.com/stores/instamart/p/SX039NAC50?custom_back=true
264,DNGHCUI3EB,Catch Clear mint n lime,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/7/b9b65085-271d-482f-86d1-a1fa3aa32c99_384151_1.png,750ml,https://www.swiggy.com/stores/instamart/p/DNGHCUI3EB?custom_back=true
265,8BYL89HOHT,Crocs Unisex Mellow Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/a213a955-47db-47b5-a983-e9b89836dc82_BeltsWalletsBagsinstamax_3VJ1ZBAQ8B_MN.PNG,6UK,https://www.swiggy.com/stores/instamart/p/8BYL89HOHT?custom_back=true
266,5XFN7KSWIP,Crocs Unisex All Terrain Flip Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/c1e7497e1dcbb1e58a5b07d42e355e37,9UK,https://www.swiggy.com/stores/instamart/p/5XFN7KSWIP?custom_back=true
267,JDSAV5N0MS,Crocs Mens Classic Printed Camo Clogs Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/b0fb3bb1-083b-4ce5-96d0-cec2e5b3247c_BeltsWalletsBagsinstamax_M0JJ4NRWZK_MN.jpg,8UK,https://www.swiggy.com/stores/instamart/p/JDSAV5N0MS?custom_back=true
268,XOG5TZWGGW,GUJRAT NAMKEEN - Gujarati Chidwa Mixture,Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/17/168f5a86-2778-438b-a7a8-465de635bdcf_XOG5TZWGGW_mn.jpg,200g,https://www.swiggy.com/stores/instamart/p/XOG5TZWGGW?custom_back=true
269,9CB4F9RC84,Crocs Womens Crocs Splash Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/47cbbd40-db75-44b3-8174-258ca954c9ab_BeltsWalletsBagsinstamax_M4KKASMWRU_MN.jpg,3UK,https://www.swiggy.com/stores/instamart/p/9CB4F9RC84?custom_back=true
270,Z8FIDBW594,Crocs Mens Classic II Clogs Navy_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/09277e04-d64b-4022-834d-e0fb4103d508_BeltsWalletsBagsinstamax_YMGHDRCOZT_MN.jpg,1Piece,https://www.swiggy.com/stores/instamart/p/Z8FIDBW594?custom_back=true
271,GOGWX3C44K,Crocs Womens Flip Flop Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/a2a3593e-7f2f-4ebd-b1b0-aefa83b2f585_BeltsWalletsBagsinstamax_C7R95DLLHB_MN.png,3UK,https://www.swiggy.com/stores/instamart/p/GOGWX3C44K?custom_back=true
272,5SP6EZ8O35,Crocs Womens Splash Glitter Flip Flop Black_UK3,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/a1d739fd-9152-488d-afa2-89c6f4e520c2_BeltsWalletsBagsinstamax_39PBVHMLXI_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/5SP6EZ8O35?custom_back=true
273,FFO03AFMJ8,Jimmy's Twisted Orange Screwdriver,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/28/42ab3381-e449-405a-b6b7-27580f1f2c71_558393.png,250ml,https://www.swiggy.com/stores/instamart/p/FFO03AFMJ8?custom_back=true
274,X6X7E7542O,Crocs Mens Crocband Flip Flop Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/7/156633aa-7040-4416-afcf-57490892de9d_AA_XDY8XTR6KS_MN.jpg,3UK,https://www.swiggy.com/stores/instamart/p/X6X7E7542O?custom_back=true
275,QU585ZZXBN,Mia by Tanishq Silver Pendant - 4020PEA,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/12/bcb54a19-226f-4ab3-93dd-5d46e24d180a_689076_1.png,1.71g,https://www.swiggy.com/stores/instamart/p/QU585ZZXBN?custom_back=true
276,DRMPETH02V,Crocs Womens Splash Glossy Slides White_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/f45be0fd-7a41-45ec-bacd-221c1b940f29_BeltsWalletsBagsinstamax_IYS3SJ5KAS_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/DRMPETH02V?custom_back=true
277,WP5B21PG9R,Crocs Womens Flip Flop Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/97693c1d-aa60-4dac-b924-b09aa964e6b5_BeltsWalletsBagsinstamax_7GRMAXOGOL_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/WP5B21PG9R?custom_back=true
278,E61UVY3O8Y,Crocs Men Classic All-Terrain Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/657218ae304205b936f5d672c2a3d56f,3UK,https://www.swiggy.com/stores/instamart/p/E61UVY3O8Y?custom_back=true
279,E2ZHFFXDBG,Crocs Womens Splash Glitter Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/fffbae8a-19d5-4040-a178-99925060f458_BeltsWalletsBagsinstamax_TGPZV8K85S_MN.PNG,6UK,https://www.swiggy.com/stores/instamart/p/E2ZHFFXDBG?custom_back=true
280,L07XOQ6OTO,Crocs Mens Classic II Clogs Black_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/80fc4f64-1dee-486d-a304-34f7f8effc22_BeltsWalletsBagsinstamax_HMILABU6D1_MN.png,6UK,https://www.swiggy.com/stores/instamart/p/L07XOQ6OTO?custom_back=true
281,4V6JLROWJ0,Crocs Womens Flip Flop Black_UK3,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/a64719f7-e140-4e70-ae04-87642b45c6c0_BeltsWalletsBagsinstamax_PFZBVD191W_MN.PNG,3UK,https://www.swiggy.com/stores/instamart/p/4V6JLROWJ0?custom_back=true
282,0PPT93SFSJ,Just Lil Things Gold Heart Hoop Earrings with Red Enamel jlt11627,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/799236a4-8c32-46dd-b222-a66f3a2f78f0_878256_1.png,25g,https://www.swiggy.com/stores/instamart/p/0PPT93SFSJ?custom_back=true
283,TA6Y3LWPL1,Comfy Snug Fit Regular 6's pads,Hygiene and Wellness,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/24/46459e40-0429-44a8-95d3-7ceb02a95d37_163256_1.png,1pack,https://www.swiggy.com/stores/instamart/p/TA6Y3LWPL1?custom_back=true
284,ZW7XNVTTVN,Oye Happy Mata ka Chunri - square,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/3/ccf2b8e1-e74a-4e18-ade3-9f7a757226bd_284041_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/ZW7XNVTTVN?custom_back=true
285,51UZTCABPZ,Just Lil Things Luxury Champagne Crystal Dangle Earrings jlt11754,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/28999f1f-cdee-4d92-a67c-70005a9ff37b_336991_1.png,1Pair,https://www.swiggy.com/stores/instamart/p/51UZTCABPZ?custom_back=true
286,CMZNI1GMXW,Crocs Womens Kadee II Sandal Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/28/e1e9bccb-0ae8-4e70-a1bd-6a9738542133_82892_1.png,3UK,https://www.swiggy.com/stores/instamart/p/CMZNI1GMXW?custom_back=true
287,Q0SENNKP7S,Crocs Womens Splash Slides Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/1ec59465-b1ba-4521-9267-a4b6cd58b314_BeltsWalletsBagsinstamax_CWOBIQDJSZ_MN.JPG,4UK,https://www.swiggy.com/stores/instamart/p/Q0SENNKP7S?custom_back=true
288,ZG9IFMKTSP,Crocs Mens Classic Crocs Sandal Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/d9ddcad6-7db6-44c0-989a-063ca4b933ab_AA_JLWV5UAGV7_MN.jpg,10UK,https://www.swiggy.com/stores/instamart/p/ZG9IFMKTSP?custom_back=true
289,XCAXKV6112,Crocs Mens Crocband Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/bab1b580-8b44-4809-a175-5013925f9e94_BeltsWalletsBagsinstamax_87YXC8LZCK_MN.png,3UK,https://www.swiggy.com/stores/instamart/p/XCAXKV6112?custom_back=true
290,VNPEPK3PU9,VI-JOHN Feather Touch Body Shaving Razor coted with Aloevera & Vitamin E Advance Women Razors,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/13/5d1c53ae-54f7-4bef-b4ff-7eeb53cac0ea_461243_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/VNPEPK3PU9?custom_back=true
291,KVBGCZ9GRZ,Crocs Mens Classic II Clogs Navy_UK5,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/dc42a0e5-6d95-4ae0-8cd0-66177cf5c44e_BeltsWalletsBagsinstamax_1TUIMIYQVZ_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/KVBGCZ9GRZ?custom_back=true
292,3DZ72HMWW1,Crocs Womens Boca Wedge Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/c3904f65-0429-4aad-bd8a-ff9140b275bd_BeltsWalletsBagsinstamax_2S102S61JO_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/3DZ72HMWW1?custom_back=true
293,IEDXSHZ3YR,Crocs Mens Crocband Flip Flop Graphite/Volt Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/7c1e40a9-33b9-48ca-8503-1377ea027296_BeltsWalletsBagsinstamax_0MK5X1NWY5_MN.png,7UK,https://www.swiggy.com/stores/instamart/p/IEDXSHZ3YR?custom_back=true
294,5DK2NR36XF,Crocs Mens Crocband Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/d35e87b1-3a64-49ff-bf27-c4d3554421a7_BeltsWalletsBagsinstamax_D04TKXX36X_MN.png,8UK,https://www.swiggy.com/stores/instamart/p/5DK2NR36XF?custom_back=true
295,WWKMYCO135,Crocs Womens Crocs Splash Flip Flop Black_7_UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/b05be774-7a56-4a09-a12c-d0e8bc81b156_BeltsWalletsBagsinstamax_CVX3DBLZH0_MN.png,7UK,https://www.swiggy.com/stores/instamart/p/WWKMYCO135?custom_back=true
296,Z5P2FTKVG4,Crocs Mens Classic Sandal White_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/79f3eb27-95cb-459e-a3eb-5fd9470ea79e_BeltsWalletsBagsinstamax_8BGHMV35FT_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/Z5P2FTKVG4?custom_back=true
297,MQ2ENOHMWE,VI-JOHN Calming Aqua Premium Shaving Foam Enriched With Aloevera & Almond Oil ree Fom Parabeen,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/13/cc1b1573-7296-4ddd-9456-e17b510497c7_997097_4.png,225ml,https://www.swiggy.com/stores/instamart/p/MQ2ENOHMWE?custom_back=true
298,J9YIAUZUCQ,Picfest Glasses For Party,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/fb3a3c32d9e078f555805f75aa3042dc,1Piece,https://www.swiggy.com/stores/instamart/p/J9YIAUZUCQ?custom_back=true
299,J52QBMU1WA,Just Lil Things Artificial Gold Bracelets jltb0344,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/b231fe85-eb55-491c-bdde-701ae9bffbc2_532657_1.png,25g,https://www.swiggy.com/stores/instamart/p/J52QBMU1WA?custom_back=true
300,WR47C1ZMBB,Just Lil Things Layered Gold Butterfly and Flower Necklace-jltn0666,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/16/2ccb3ac8-c591-4007-8ca0-1fb6f4959214_715349_4.png,25g,https://www.swiggy.com/stores/instamart/p/WR47C1ZMBB?custom_back=true
301,SX3UENOMQ5,Crocs Womens Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/8294f444-6acb-4c7c-ab20-b6cc0d57413a_BeltsWalletsBagsinstamax_62MVJSVO24_MN.JPG,7UK,https://www.swiggy.com/stores/instamart/p/SX3UENOMQ5?custom_back=true
302,8WBKKF4O81,Crocs Mens Classic Crocs Slide Blue,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/13/a09ddfc1-2b56-4387-8a77-b0c424832c1a_BeltsWalletsBagsinstamax_9ISJCC8W9K_MN.PNG,7UK,https://www.swiggy.com/stores/instamart/p/8WBKKF4O81?custom_back=true
303,65CDEX2SNS,Heineken 0.0 Non-Alcoholic Beer,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/2/7a44ab3a-a3df-4f6f-b37a-1d2045b4cd8e_646449_1.png,1980ml,https://www.swiggy.com/stores/instamart/p/65CDEX2SNS?custom_back=true
304,R3KWWEM2WO,Crocs Womens Splash Studded Flip Flop Red_UK6,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/70cce53d-953e-47e7-840e-a1f1a9fd4c5b_BeltsWalletsBagsinstamax_J45KXFTCPW_MN.PNG,6UK,https://www.swiggy.com/stores/instamart/p/R3KWWEM2WO?custom_back=true
305,8RQWF6AG8Q,Crocs Womens Crocs Splash Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/875dd062-cbcb-47d3-8d25-e8f670d6ada1_BeltsWalletsBagsinstamax_RH9D8BSDAQ_MN.jpg,5UK,https://www.swiggy.com/stores/instamart/p/8RQWF6AG8Q?custom_back=true
306,6CEOSDQ18K,Crocs Womens Kadee II Graphic Sandal White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/28/fe284b61-8db9-4eaf-b028-9c33294b467b_80918_1.png,4UK,https://www.swiggy.com/stores/instamart/p/6CEOSDQ18K?custom_back=true
307,RFEJ3GKN8I,Crocs Classic Crocs Sandal Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/d88b4ca52d266f8d7218c4b91c50939a,7UK,https://www.swiggy.com/stores/instamart/p/RFEJ3GKN8I?custom_back=true
308,5BPV3M2AOT,CAMPA Cola Zero,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/29/c7a3a058-d2d9-43c6-b84c-8ab981d96387_651636_1.png,185ml,https://www.swiggy.com/stores/instamart/p/5BPV3M2AOT?custom_back=true
309,PIW4QQU7Z1,Crocs Mens Classic Animal Remix Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/8c8e2aee-74a6-42a2-83fc-e42c1181e4dc_BeltsWalletsBagsinstamax_Q70RQZ46Q8_MN.jpg,2UK,https://www.swiggy.com/stores/instamart/p/PIW4QQU7Z1?custom_back=true
310,F2B9II2M59,"CELLO Giacinta Borosilicate Glass Baking Dish |Overware Glass Baking Set| Microwave Oven Safe Baking Dish| 2L, Transparent",Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/11/ed4a2764-f96e-4553-960c-a484c7501109_49144_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/F2B9II2M59?custom_back=true
311,JRW2NC8Z7U,Crocs Womens Classic Sandal Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/4c3dd2f1-270d-4eea-a636-b327f09e234d_BeltsWalletsBagsinstamax_IN63VU7DT4_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/JRW2NC8Z7U?custom_back=true
312,QI65T2KOGN,playR Training T-Shirt Red - S,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/086bca61fc57b934ecba88b41c8c9312,1Piece,https://www.swiggy.com/stores/instamart/p/QI65T2KOGN?custom_back=true
313,6GSHJOBJQY,Crocs Men's Classic Slides - Black_UK7,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/99c427f8ac60492630798e1e36a85b93,7UK,https://www.swiggy.com/stores/instamart/p/6GSHJOBJQY?custom_back=true
314,J0FM2PXULM,Crocs Womens Classic Platform Flip Flop White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/76675cd7-37ed-41e4-ae09-d3af026d839d_BeltsWalletsBagsinstamax_NION8BKCV7_MN.jpg,5UK,https://www.swiggy.com/stores/instamart/p/J0FM2PXULM?custom_back=true
315,PKYTNBUTPB,PicFest Premium Gifting Box Golden (L-9 / B-5 / H-3.5 Inch),Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/0aab465cc78400666bb285ea44cf58e7,1Piece,https://www.swiggy.com/stores/instamart/p/PKYTNBUTPB?custom_back=true
316,KVLC0C8P8S,Just Lil Things-artificial-gold-bracelets-jltb0251,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/5b6ecdfc-81c9-4d9d-a280-cdd00e889b51_389233_1.png,25g,https://www.swiggy.com/stores/instamart/p/KVLC0C8P8S?custom_back=true
317,SXZCMK05RE,Crocs Womens Kadee II Graphic Sandal White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/7/1db661fa-7b87-42c8-ac5c-bd5a64abb6db_BeltsWalletsBagsinstamax_4IOOI405HO_MN.jpg,1Piece,https://www.swiggy.com/stores/instamart/p/SXZCMK05RE?custom_back=true
318,0RMR4DOK2O,Wonderchef Ebony Deep Kadhai with Lid 24cm,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/27/26d66341-7624-42f1-8d3c-f642057f0f79_949292_1.png,1box,https://www.swiggy.com/stores/instamart/p/0RMR4DOK2O?custom_back=true
319,0QKGRV3I5H,Sri Krishna Sweets Cashew Bites,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/df804d1b4a7a202658630849f977a907,180g,https://www.swiggy.com/stores/instamart/p/0QKGRV3I5H?custom_back=true
320,K31NLYTWDF,Brijwasi Sweets Bombay Ice Halwa (Kesari & White),Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/8f958097b92ea7ebf7df957aa38cbbe1,250g,https://www.swiggy.com/stores/instamart/p/K31NLYTWDF?custom_back=true
321,8NCO8SEO74,boAt Rockerz 255 ANC Marine Blue,Electronics and Appliances,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/11/0123384d-c11e-465f-8af8-1790504db280_597801_1.png,1box,https://www.swiggy.com/stores/instamart/p/8NCO8SEO74?custom_back=true
